All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : MH232.fasta
SeqY filename        : MH7448.fasta
SeqX name            : gi|54019969|ref|NC_006360.1|
SeqY name            : gi|72080342|ref|NC_007332.1|
SeqX length          : 892758
SeqY length          : 920079
Min.fragment.length  : 100
Min.Identity         : 65
Tot Hits (seeds)     : 16744
Tot Hits (seeds) used: 2256
Total fragments      : 505
========================================================
Total frags      : 403
x========================================================
Type,xStart,yStart,xEnd,yEnd,strand,block,length,score,ident,similarity,porc_ident,SeqX,SeqY,gene,locus_tag,product
GY,0,379274,0,380446,r,167,1172,0,0,0,0,0,0,baiH,MHP7448_0309,NADH-dependent flavin oxidoreductase
GY,0,380449,0,381480,r,167,1031,0,0,0,0,0,0,lplA-1,MHP7448_0310,lipoate-protein ligase A
GY,0,381483,0,382325,r,167,842,0,0,0,0,0,0,-,MHP7448_0311,hypothetical protein
GY,0,382327,0,382659,r,167,332,0,0,0,0,0,0,-,MHP7448_0312,glycine cleavage system H protein
Frag,382910,386218,385096,388404,f,167,2187,93.69,2118.00,96.84,93.69,8196,-,-
GX,1,0,892758,0,f,167,892757,0,0,0,0,0,0,-,-,-
GX,383007,0,384959,0,f,167,1952,0,0,0,0,0,0,mglA,mhp328,ABC transporter ATP-binding protein
GY,0,1,0,920079,f,167,920078,0,0,0,0,0,0,-,-,-
GY,0,383082,0,383903,f,167,821,0,0,0,0,0,0,-,MHP7448_0313,hypothetical protein
GY,0,383906,0,386224,f,167,2318,0,0,0,0,0,0,-,MHP7448_0314,ABC transporter ATP-binding protein
Frag,385082,388388,385473,388779,f,-267,392,85.71,364.00,92.86,85.71,1344,-,-
GX,1,0,892758,0,f,-267,892757,0,0,0,0,0,0,-,-,-
GX,385110,0,385508,0,f,-267,398,0,0,0,0,0,0,-,mhp329,hypothetical protein
GY,0,1,0,920079,f,-267,920078,0,0,0,0,0,0,-,-,-
GY,0,383906,0,386224,f,-267,2318,0,0,0,0,0,0,-,MHP7448_0314,ABC transporter ATP-binding protein
Frag,385433,388745,388257,391569,f,167,2825,92.21,2715.00,96.11,92.21,10420,-,-
GX,1,0,892758,0,f,167,892757,0,0,0,0,0,0,-,-,-
GX,385110,0,385508,0,f,167,398,0,0,0,0,0,0,-,mhp329,hypothetical protein
GX,385720,0,386823,0,f,167,1103,0,0,0,0,0,0,mod,mhp330,site-specific DNA-methyltransferase (adenine-specific)
GX,386828,0,389239,0,f,167,2411,0,0,0,0,0,0,-,mhp331,hypothetical protein
GY,0,1,0,920079,f,167,920078,0,0,0,0,0,0,-,-,-
GY,0,383906,0,386224,f,167,2318,0,0,0,0,0,0,-,MHP7448_0314,ABC transporter ATP-binding protein
GY,0,386315,0,388267,f,167,1952,0,0,0,0,0,0,-,MHP7448_0315,ABC transporter ATP-binding protein
Frag,388288,391603,388629,391944,f,167,342,88.89,323.00,94.44,88.89,1216,-,-
GX,1,0,892758,0,f,167,892757,0,0,0,0,0,0,-,-,-
GX,386828,0,389239,0,f,167,2411,0,0,0,0,0,0,-,mhp331,hypothetical protein
GY,0,1,0,920079,f,167,920078,0,0,0,0,0,0,-,-,-
GY,0,388416,0,390135,f,167,1719,0,0,0,0,0,0,-,MHP7448_0316,-
Frag,388625,391943,392771,396089,f,167,4147,97.54,4096.00,98.77,97.54,16180,-,-
GX,1,0,892758,0,f,167,892757,0,0,0,0,0,0,-,-,-
GX,386828,0,389239,0,f,167,2411,0,0,0,0,0,0,-,mhp331,hypothetical protein
GX,389891,0,390886,0,f,167,995,0,0,0,0,0,0,-,mhp332,hypothetical protein
GX,390909,0,392237,0,f,167,1328,0,0,0,0,0,0,-,mhp334,hypothetical protein
GX,392227,0,392580,0,f,167,353,0,0,0,0,0,0,-,mhp335,hypothetical protein
GY,0,1,0,920079,f,167,920078,0,0,0,0,0,0,-,-,-
GY,0,388416,0,390135,f,167,1719,0,0,0,0,0,0,-,MHP7448_0316,-
GY,0,390146,0,392557,f,167,2411,0,0,0,0,0,0,-,MHP7448_0317,hypothetical protein
Frag,392770,396090,392882,396202,f,167,113,92.92,109.00,96.46,92.92,420,-,-
GX,1,0,892758,0,f,167,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,167,920078,0,0,0,0,0,0,-,-,-
Frag,392953,396477,393239,396763,f,167,287,98.61,285.00,99.30,98.61,1132,-,-
GX,1,0,892758,0,f,167,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,167,920078,0,0,0,0,0,0,-,-,-
GY,0,393179,0,394204,f,167,1025,0,0,0,0,0,0,-,MHP7448_0318,hypothetical protein
Frag,393203,112558,393337,112692,f,-333,135,89.63,128.00,94.81,89.63,484,-,-
GX,1,0,892758,0,f,-333,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-333,920078,0,0,0,0,0,0,-,-,-
GY,0,393179,0,394204,f,-333,1025,0,0,0,0,0,0,-,MHP7448_0318,hypothetical protein
Frag,393223,396745,393364,396886,f,-248,142,90.14,135.00,95.07,90.14,512,-,-
GX,1,0,892758,0,f,-248,892757,0,0,0,0,0,0,-,-,-
GX,393352,0,394824,0,r,-248,1472,0,0,0,0,0,0,-,mhp336,hypothetical protein
GY,0,1,0,920079,f,-248,920078,0,0,0,0,0,0,-,-,-
GY,0,393179,0,394204,f,-248,1025,0,0,0,0,0,0,-,MHP7448_0318,hypothetical protein
Frag,393256,408097,395145,409986,f,-2,1890,93.12,1825.00,96.56,93.12,7040,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,393352,0,394824,0,r,-2,1472,0,0,0,0,0,0,-,mhp336,hypothetical protein
GX,394814,0,395467,0,r,-2,653,0,0,0,0,0,0,-,mhp337,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,393179,0,394204,f,-2,1025,0,0,0,0,0,0,-,MHP7448_0318,hypothetical protein
GY,0,394224,0,395555,f,-2,1331,0,0,0,0,0,0,-,MHP7448_0319,hypothetical protein
Frag,393301,398796,393567,399062,f,-2,267,88.01,251.00,94.01,88.01,940,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,393352,0,394824,0,r,-2,1472,0,0,0,0,0,0,-,mhp336,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,393179,0,394204,f,-2,1025,0,0,0,0,0,0,-,MHP7448_0318,hypothetical protein
Frag,393332,112686,395161,114515,f,-2,1830,94.54,1780.00,97.27,94.54,6920,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,393352,0,394824,0,r,-2,1472,0,0,0,0,0,0,-,mhp336,hypothetical protein
GX,394814,0,395467,0,r,-2,653,0,0,0,0,0,0,-,mhp337,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,393179,0,394204,f,-2,1025,0,0,0,0,0,0,-,MHP7448_0318,hypothetical protein
GY,0,394224,0,395555,f,-2,1331,0,0,0,0,0,0,-,MHP7448_0319,hypothetical protein
Frag,393546,399040,395161,400655,f,-2,1616,94.80,1574.00,97.40,94.80,6128,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,393352,0,394824,0,r,-2,1472,0,0,0,0,0,0,-,mhp336,hypothetical protein
GX,394814,0,395467,0,r,-2,653,0,0,0,0,0,0,-,mhp337,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,393179,0,394204,f,-2,1025,0,0,0,0,0,0,-,MHP7448_0318,hypothetical protein
GY,0,394224,0,395555,f,-2,1331,0,0,0,0,0,0,-,MHP7448_0319,hypothetical protein
Frag,395136,411411,395463,411738,f,-2,328,92.68,316.00,96.34,92.68,1216,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,394814,0,395467,0,r,-2,653,0,0,0,0,0,0,-,mhp337,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,394224,0,395555,f,-2,1331,0,0,0,0,0,0,-,MHP7448_0319,hypothetical protein
Frag,395180,114516,395463,114799,f,-2,284,97.18,280.00,98.59,97.18,1104,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,394814,0,395467,0,r,-2,653,0,0,0,0,0,0,-,mhp337,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,394224,0,395555,f,-2,1331,0,0,0,0,0,0,-,MHP7448_0319,hypothetical protein
Frag,395180,400656,395463,400939,f,-2,284,97.18,280.00,98.59,97.18,1104,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,394814,0,395467,0,r,-2,653,0,0,0,0,0,0,-,mhp337,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,394224,0,395555,f,-2,1331,0,0,0,0,0,0,-,MHP7448_0319,hypothetical protein
CSB,360279,363623,393239,396763,f,167,33141,93.23,31627.00,95.43,1666.27,123584,-,-
Frag,395429,411705,395577,411853,f,197,149,78.52,133.00,89.26,78.52,468,-,-
GX,1,0,892758,0,f,197,892757,0,0,0,0,0,0,-,-,-
GX,394814,0,395467,0,r,197,653,0,0,0,0,0,0,-,mhp337,hypothetical protein
GY,0,1,0,920079,f,197,920078,0,0,0,0,0,0,-,-,-
GY,0,394224,0,395555,f,197,1331,0,0,0,0,0,0,-,MHP7448_0319,hypothetical protein
GY,0,395566,0,395898,f,197,332,0,0,0,0,0,0,-,MHP7448_0320,hypothetical protein
Frag,395574,411852,395730,412008,f,197,157,87.26,147.00,93.63,87.26,548,-,-
GX,1,0,892758,0,f,197,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,197,920078,0,0,0,0,0,0,-,-,-
GY,0,395566,0,395898,f,197,332,0,0,0,0,0,0,-,MHP7448_0320,hypothetical protein
Frag,395807,401053,395979,401225,f,-2,173,91.91,166.00,95.95,91.91,636,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,395566,0,395898,f,-2,332,0,0,0,0,0,0,-,MHP7448_0320,hypothetical protein
GY,0,395948,0,396205,f,-2,257,0,0,0,0,0,0,-,MHP7448_0321,hypothetical protein
Frag,395807,114911,395979,115083,f,-2,173,89.60,164.00,94.80,89.60,620,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,395566,0,395898,f,-2,332,0,0,0,0,0,0,-,MHP7448_0320,hypothetical protein
GY,0,395948,0,396205,f,-2,257,0,0,0,0,0,0,-,MHP7448_0321,hypothetical protein
Frag,395974,401222,396220,401468,f,-2,247,96.76,243.00,98.38,96.76,956,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,395997,0,396233,0,f,-2,236,0,0,0,0,0,0,-,mhp338,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,395948,0,396205,f,-2,257,0,0,0,0,0,0,-,MHP7448_0321,hypothetical protein
Frag,395974,115080,396137,115243,f,-2,164,80.49,148.00,90.24,80.49,528,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,395997,0,396233,0,f,-2,236,0,0,0,0,0,0,-,mhp338,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,395948,0,396205,f,-2,257,0,0,0,0,0,0,-,MHP7448_0321,hypothetical protein
Frag,396166,401420,396361,401615,f,-248,196,82.65,179.00,91.33,82.65,648,-,-
GX,1,0,892758,0,f,-248,892757,0,0,0,0,0,0,-,-,-
GX,395997,0,396233,0,f,-248,236,0,0,0,0,0,0,-,mhp338,hypothetical protein
GY,0,1,0,920079,f,-248,920078,0,0,0,0,0,0,-,-,-
GY,0,395948,0,396205,f,-248,257,0,0,0,0,0,0,-,MHP7448_0321,hypothetical protein
GY,0,396233,0,396502,r,-248,269,0,0,0,0,0,0,-,MHP7448_0322,transposase
CSB,395429,411705,395730,412008,f,197,304,83.55,280.00,92.11,165.78,1016,-,-
Frag,396346,401599,398611,403864,f,204,2266,98.32,2247.00,99.16,98.32,8912,-,-
GX,1,0,892758,0,f,204,892757,0,0,0,0,0,0,-,-,-
GX,396365,0,397030,0,r,204,665,0,0,0,0,0,0,-,mhp339,hypothetical protein
GX,397129,0,398550,0,r,204,1421,0,0,0,0,0,0,-,mhp340,hypothetical protein
GY,0,1,0,920079,f,204,920078,0,0,0,0,0,0,-,-,-
GY,0,396233,0,396502,r,204,269,0,0,0,0,0,0,-,MHP7448_0322,transposase
GY,0,397045,0,398703,f,204,1658,0,0,0,0,0,0,-,MHP7448_0323,transposase
CSB,396346,401599,398611,403864,f,204,2266,98.32,2247.00,99.16,98.32,8912,-,-
Frag,399693,406164,401551,404306,r,205,1859,96.02,1822.00,98.01,96.02,7140,-,-
GX,1,0,892758,0,f,205,892757,0,0,0,0,0,0,-,-,-
GX,404348,0,404995,0,f,205,647,0,0,0,0,0,0,-,mhp347,hypothetical protein
GX,405532,0,405978,0,r,205,446,0,0,0,0,0,0,-,mhp348,hypothetical protein
GY,0,1,0,920079,f,205,920078,0,0,0,0,0,0,-,-,-
GY,0,404312,0,405220,f,205,908,0,0,0,0,0,0,-,MHP7448_0328,hypothetical protein
GY,0,405222,0,406151,f,205,929,0,0,0,0,0,0,-,MHP7448_0329,hypothetical protein
CSB,399693,404306,401551,406164,r,205,1859,96.02,1822.00,98.01,96.02,7140,-,-
Frag,401701,407237,401913,407449,f,206,213,86.85,199.00,93.43,86.85,740,-,-
GX,1,0,892758,0,f,206,892757,0,0,0,0,0,0,-,-,-
GX,401739,0,401966,0,r,206,227,0,0,0,0,0,0,-,mhp344,hypothetical protein
GY,0,1,0,920079,f,206,920078,0,0,0,0,0,0,-,-,-
GY,0,401618,0,402358,r,206,740,0,0,0,0,0,0,-,MHP7448_0326,hypothetical protein
CSB,401701,407237,401913,407449,f,206,213,86.85,199.00,93.43,86.85,740,-,-
Frag,402123,412032,402859,412768,f,207,737,95.39,720.00,97.69,95.39,2812,-,-
GX,1,0,892758,0,f,207,892757,0,0,0,0,0,0,-,-,-
GX,402170,0,402802,0,r,207,632,0,0,0,0,0,0,-,mhp345,hypothetical protein
GY,0,1,0,920079,f,207,920078,0,0,0,0,0,0,-,-,-
GY,0,401618,0,402358,r,207,740,0,0,0,0,0,0,-,MHP7448_0326,hypothetical protein
GY,0,402382,0,403824,r,207,1442,0,0,0,0,0,0,-,MHP7448_0327,hypothetical protein
Frag,402780,412691,404346,414257,f,207,1567,84.81,1448.00,92.41,84.81,5316,-,-
GX,1,0,892758,0,f,207,892757,0,0,0,0,0,0,-,-,-
GX,402170,0,402802,0,r,207,632,0,0,0,0,0,0,-,mhp345,hypothetical protein
GX,403196,0,404278,0,f,207,1082,0,0,0,0,0,0,-,mhp346,hypothetical protein
GY,0,1,0,920079,f,207,920078,0,0,0,0,0,0,-,-,-
GY,0,402382,0,403824,r,207,1442,0,0,0,0,0,0,-,MHP7448_0327,hypothetical protein
GY,0,404312,0,405220,f,207,908,0,0,0,0,0,0,-,MHP7448_0328,hypothetical protein
Frag,404293,414203,405013,414923,f,207,721,98.06,714.00,99.03,98.06,2828,-,-
GX,1,0,892758,0,f,207,892757,0,0,0,0,0,0,-,-,-
GX,404348,0,404995,0,f,207,647,0,0,0,0,0,0,-,mhp347,hypothetical protein
GY,0,1,0,920079,f,207,920078,0,0,0,0,0,0,-,-,-
GY,0,404312,0,405220,f,207,908,0,0,0,0,0,0,-,MHP7448_0328,hypothetical protein
Frag,405000,414939,405371,415310,f,207,372,93.55,360.00,96.77,93.55,1392,-,-
GX,1,0,892758,0,f,207,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,207,920078,0,0,0,0,0,0,-,-,-
GY,0,404312,0,405220,f,207,908,0,0,0,0,0,0,-,MHP7448_0328,hypothetical protein
GY,0,405222,0,406151,f,207,929,0,0,0,0,0,0,-,MHP7448_0329,hypothetical protein
Frag,405359,415295,406274,416210,f,207,916,74.45,799.00,87.23,74.45,2728,-,-
GX,1,0,892758,0,f,207,892757,0,0,0,0,0,0,-,-,-
GX,405532,0,405978,0,r,207,446,0,0,0,0,0,0,-,mhp348,hypothetical protein
GY,0,1,0,920079,f,207,920078,0,0,0,0,0,0,-,-,-
GY,0,405222,0,406151,f,207,929,0,0,0,0,0,0,-,MHP7448_0329,hypothetical protein
GY,0,406239,0,407141,f,207,902,0,0,0,0,0,0,-,MHP7448_0330,hypothetical protein
Frag,406005,415942,407696,417633,f,207,1692,88.42,1594.00,94.21,88.42,5984,-,-
GX,1,0,892758,0,f,207,892757,0,0,0,0,0,0,-,-,-
GX,406579,0,407280,0,f,207,701,0,0,0,0,0,0,-,mhp349,hypothetical protein
GY,0,1,0,920079,f,207,920078,0,0,0,0,0,0,-,-,-
GY,0,405222,0,406151,f,207,929,0,0,0,0,0,0,-,MHP7448_0329,hypothetical protein
GY,0,406239,0,407141,f,207,902,0,0,0,0,0,0,-,MHP7448_0330,hypothetical protein
Frag,408128,418063,411177,421112,f,207,3050,96.98,3004.00,98.49,96.98,11832,-,-
GX,1,0,892758,0,f,207,892757,0,0,0,0,0,0,-,-,-
GX,407894,0,409366,0,r,207,1472,0,0,0,0,0,0,-,mhp350,hypothetical protein
GX,409368,0,410828,0,r,207,1460,0,0,0,0,0,0,-,mhp351,hypothetical protein
GY,0,1,0,920079,f,207,920078,0,0,0,0,0,0,-,-,-
GY,0,408193,0,409629,r,207,1436,0,0,0,0,0,0,-,MHP7448_0331,hypothetical protein
GY,0,409655,0,411793,r,207,2138,0,0,0,0,0,0,-,MHP7448_0332,subtilisin-like serine protease
Frag,411171,421107,411512,421448,f,207,342,94.15,332.00,97.08,94.15,1288,-,-
GX,1,0,892758,0,f,207,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,207,920078,0,0,0,0,0,0,-,-,-
GY,0,409655,0,411793,r,207,2138,0,0,0,0,0,0,-,MHP7448_0332,subtilisin-like serine protease
Frag,416842,426760,417854,427772,f,-2,1013,90.33,964.00,95.16,90.33,3660,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,416420,0,417217,f,-2,797,0,0,0,0,0,0,-,MHP7448_0337,hypothetical protein
Frag,417553,398563,417695,398705,f,-2,143,83.22,131.00,91.61,83.22,476,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
Frag,417553,258641,417695,258783,f,-2,143,83.22,131.00,91.61,83.22,476,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
Frag,417553,837824,417695,837966,f,-2,143,83.22,131.00,91.61,83.22,476,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
Frag,417553,151323,417695,151181,r,-2,143,81.82,130.00,90.91,81.82,468,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,151217,0,152011,0,f,-2,794,0,0,0,0,0,0,-,mhp130,DNA processing protein SMF
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,151184,0,152842,r,-2,1658,0,0,0,0,0,0,-,MHP7448_0110,ISMHp1 transposase
Frag,417553,265299,417695,265157,r,-2,143,81.82,130.00,90.91,81.82,468,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,264896,0,265306,0,r,-2,410,0,0,0,0,0,0,-,mhp240,hypothetical protein
GX,265297,0,266700,0,r,-2,1403,0,0,0,0,0,0,gltX,mhp241,glutamyl-tRNA synthetase
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
Frag,417553,283509,417695,283651,f,-2,143,81.82,130.00,90.91,81.82,468,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
Frag,417553,560465,417695,560607,f,-2,143,83.22,131.00,91.61,83.22,476,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
Frag,417853,427927,420122,430196,f,-206,2270,96.21,2227.00,98.11,96.21,8736,-,-
GX,1,0,892758,0,f,-206,892757,0,0,0,0,0,0,-,-,-
GX,418127,0,419140,0,r,-206,1013,0,0,0,0,0,0,-,mhp355,hypothetical protein
GY,0,1,0,920079,f,-206,920078,0,0,0,0,0,0,-,-,-
GY,0,418036,0,419295,r,-206,1259,0,0,0,0,0,0,-,MHP7448_0338,hypothetical protein
GY,0,419303,0,420088,r,-206,785,0,0,0,0,0,0,-,MHP7448_0339,hypothetical protein
Frag,419262,396179,419472,396389,f,-206,211,89.57,200.00,94.79,89.57,756,-,-
GX,1,0,892758,0,f,-206,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-206,920078,0,0,0,0,0,0,-,-,-
GY,0,418036,0,419295,r,-206,1259,0,0,0,0,0,0,-,MHP7448_0338,hypothetical protein
GY,0,419303,0,420088,r,-206,785,0,0,0,0,0,0,-,MHP7448_0339,hypothetical protein
Frag,420113,430186,424809,434882,f,-2,4697,70.11,3995.00,85.05,70.11,13172,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,420130,0,420453,0,f,-2,323,0,0,0,0,0,0,-,mhp356,hypothetical protein
GX,420484,0,421041,0,f,-2,557,0,0,0,0,0,0,-,mhp357,hypothetical protein
GX,421071,0,422138,0,f,-2,1067,0,0,0,0,0,0,-,mhp358,hypothetical protein
GX,423048,0,423124,0,r,-2,76,0,0,0,0,0,0,-,mhptRNA-Arg2,tRNA-Arg
GX,423048,0,423124,0,r,-2,76,0,0,0,0,0,0,-,-,tRNA-Arg
GX,423134,0,423208,0,r,-2,74,0,0,0,0,0,0,-,mhptRNA-Cys,tRNA-Cys
GX,423134,0,423208,0,r,-2,74,0,0,0,0,0,0,-,-,tRNA-Cys
GX,423276,0,424112,0,r,-2,836,0,0,0,0,0,0,-,mhp359,hypothetical protein
GX,424285,0,424708,0,r,-2,423,0,0,0,0,0,0,-,mhpRNA-tmRNA,-
GX,424285,0,424708,0,r,-2,423,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,421664,0,424051,r,-2,2387,0,0,0,0,0,0,-,MHP7448_0340,ABC transporter ATP-binding protein
GY,0,424038,0,425894,r,-2,1856,0,0,0,0,0,0,-,MHP7448_0341,hypothetical protein
Frag,422275,407347,422492,407564,f,-2,218,77.98,194.00,88.99,77.98,680,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,421664,0,424051,r,-2,2387,0,0,0,0,0,0,-,MHP7448_0340,ABC transporter ATP-binding protein
Frag,422796,432868,423282,433354,f,-2,487,96.30,478.00,98.15,96.30,1876,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,423048,0,423124,0,r,-2,76,0,0,0,0,0,0,-,mhptRNA-Arg2,tRNA-Arg
GX,423048,0,423124,0,r,-2,76,0,0,0,0,0,0,-,-,tRNA-Arg
GX,423134,0,423208,0,r,-2,74,0,0,0,0,0,0,-,mhptRNA-Cys,tRNA-Cys
GX,423134,0,423208,0,r,-2,74,0,0,0,0,0,0,-,-,tRNA-Cys
GX,423276,0,424112,0,r,-2,836,0,0,0,0,0,0,-,mhp359,hypothetical protein
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,421664,0,424051,r,-2,2387,0,0,0,0,0,0,-,MHP7448_0340,ABC transporter ATP-binding protein
Frag,425025,435092,444606,454673,f,-2,19582,69.31,16577.00,84.65,69.31,54288,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,425135,0,425926,0,r,-2,791,0,0,0,0,0,0,-,mhp360,hypothetical protein
GX,426125,0,427096,0,r,-2,971,0,0,0,0,0,0,-,mhp361,hypothetical protein
GX,427117,0,428457,0,r,-2,1340,0,0,0,0,0,0,-,mhp362,hypothetical protein
GX,428617,0,430722,0,f,-2,2105,0,0,0,0,0,0,-,mhp363,hypothetical protein
GX,430738,0,432336,0,f,-2,1598,0,0,0,0,0,0,-,mhp364,hypothetical protein
GX,432368,0,432700,0,f,-2,332,0,0,0,0,0,0,-,mhp365,HIT-like protein
GX,432755,0,434422,0,r,-2,1667,0,0,0,0,0,0,-,mhp366,hypothetical protein
GX,434536,0,436110,0,r,-2,1574,0,0,0,0,0,0,-,mhp367,hypothetical protein
GX,436224,0,437780,0,f,-2,1556,0,0,0,0,0,0,-,mhp368,membrane lipoprotein
GX,438175,0,438921,0,r,-2,746,0,0,0,0,0,0,glpF,mhp369,glycerol uptake facilitator protein
GX,438935,0,440467,0,r,-2,1532,0,0,0,0,0,0,glpK,mhp370,glycerol kinase
GX,440806,0,442071,0,f,-2,1265,0,0,0,0,0,0,-,mhp371,high affinity transport system protein p37 precursor
GX,442055,0,442825,0,f,-2,770,0,0,0,0,0,0,-,mhp372,ABC transporter ATP-binding protein
GX,442803,0,444524,0,f,-2,1721,0,0,0,0,0,0,-,mhp373,transport system permease protein p69
GY,0,1,0,920079,f,-2,920078,0,0,0,0,0,0,-,-,-
GY,0,424038,0,425894,r,-2,1856,0,0,0,0,0,0,-,MHP7448_0341,hypothetical protein
GY,0,425930,0,426598,r,-2,668,0,0,0,0,0,0,-,MHP7448_0342,hypothetical protein
GY,0,427468,0,427608,f,-2,140,0,0,0,0,0,0,-,MHP7448_0343,-
GY,0,428201,0,429214,r,-2,1013,0,0,0,0,0,0,-,MHP7448_0344,hypothetical protein
GY,0,430518,0,431120,f,-2,602,0,0,0,0,0,0,-,MHP7448_0345,hypothetical protein
GY,0,431141,0,432211,f,-2,1070,0,0,0,0,0,0,-,MHP7448_0346,hypothetical protein
GY,0,432435,0,432725,f,-2,290,0,0,0,0,0,0,-,MHP7448_0347,hypothetical protein
GY,0,433120,0,433196,r,-2,76,0,0,0,0,0,0,-,MHP7448_t21,tRNA-Arg
GY,0,433120,0,433196,r,-2,76,0,0,0,0,0,0,-,-,tRNA-Arg
GY,0,433206,0,433280,r,-2,74,0,0,0,0,0,0,-,MHP7448_t22,tRNA-Cys
GY,0,433206,0,433280,r,-2,74,0,0,0,0,0,0,-,-,tRNA-Cys
GY,0,433349,0,434206,r,-2,857,0,0,0,0,0,0,-,MHP7448_0348,hypothetical protein
GY,0,435202,0,436029,r,-2,827,0,0,0,0,0,0,-,MHP7448_0349,hypothetical protein
GY,0,436192,0,437181,r,-2,989,0,0,0,0,0,0,-,MHP7448_0350,hypothetical protein
GY,0,437184,0,438524,r,-2,1340,0,0,0,0,0,0,-,MHP7448_0351,hypothetical protein
GY,0,438636,0,440789,f,-2,2153,0,0,0,0,0,0,-,MHP7448_0352,hypothetical protein
