All by-Identity Ungapped Fragments (Hits based approach)
[Abr.98/Apr.2010/Dec.2011 -- <ortrelles@uma.es>
SeqX filename        : MH232.fasta
SeqY filename        : MH7422.fasta
SeqX name            : gi|54019969|ref|NC_006360.1|
SeqY name            : gi|525903163|ref|NC_021831.1|
SeqX length          : 892758
SeqY length          : 898495
Min.fragment.length  : 100
Min.Identity         : 65
Tot Hits (seeds)     : 15310
Tot Hits (seeds) used: 1994
Total fragments      : 442
========================================================
Total frags      : 353
x========================================================
Type,xStart,yStart,xEnd,yEnd,strand,block,length,score,ident,similarity,porc_ident,SeqX,SeqY,gene,locus_tag,product
GX,1,0,892758,0,f,142,892757,0,0,0,0,0,0,-,-,-
GX,385110,0,385508,0,f,142,398,0,0,0,0,0,0,-,mhp329,hypothetical protein
GY,0,1,0,898495,f,142,898494,0,0,0,0,0,0,-,-,-
GY,0,385193,0,391120,f,142,5927,0,0,0,0,0,0,-,MHL_3004,hypothetical protein
Frag,385438,400892,388257,403711,f,142,2820,91.99,2707.00,95.99,91.99,10376,-,-
GX,1,0,892758,0,f,142,892757,0,0,0,0,0,0,-,-,-
GX,385110,0,385508,0,f,142,398,0,0,0,0,0,0,-,mhp329,hypothetical protein
GX,385720,0,386823,0,f,142,1103,0,0,0,0,0,0,mod,mhp330,site-specific DNA-methyltransferase (adenine-specific)
GX,386828,0,389239,0,f,142,2411,0,0,0,0,0,0,-,mhp331,hypothetical protein
GY,0,1,0,898495,f,142,898494,0,0,0,0,0,0,-,-,-
GY,0,385193,0,391120,f,142,5927,0,0,0,0,0,0,-,MHL_3004,hypothetical protein
Frag,388288,403745,388629,404086,f,142,342,88.89,323.00,94.44,88.89,1216,-,-
GX,1,0,892758,0,f,142,892757,0,0,0,0,0,0,-,-,-
GX,386828,0,389239,0,f,142,2411,0,0,0,0,0,0,-,mhp331,hypothetical protein
GY,0,1,0,898495,f,142,898494,0,0,0,0,0,0,-,-,-
GY,0,385193,0,391120,f,142,5927,0,0,0,0,0,0,-,MHL_3004,hypothetical protein
Frag,388625,404085,389803,405263,f,142,1179,93.04,1138.00,96.52,93.04,4388,-,-
GX,1,0,892758,0,f,142,892757,0,0,0,0,0,0,-,-,-
GX,386828,0,389239,0,f,142,2411,0,0,0,0,0,0,-,mhp331,hypothetical protein
GY,0,1,0,898495,f,142,898494,0,0,0,0,0,0,-,-,-
GY,0,385193,0,391120,f,142,5927,0,0,0,0,0,0,-,MHL_3004,hypothetical protein
Frag,389778,405239,392618,408079,f,142,2841,98.94,2826.00,99.47,98.94,11244,-,-
GX,1,0,892758,0,f,142,892757,0,0,0,0,0,0,-,-,-
GX,389891,0,390886,0,f,142,995,0,0,0,0,0,0,-,mhp332,hypothetical protein
GX,390909,0,392237,0,f,142,1328,0,0,0,0,0,0,-,mhp334,hypothetical protein
GX,392227,0,392580,0,f,142,353,0,0,0,0,0,0,-,mhp335,hypothetical protein
GY,0,1,0,898495,f,142,898494,0,0,0,0,0,0,-,-,-
GY,0,385193,0,391120,f,142,5927,0,0,0,0,0,0,-,MHL_3004,hypothetical protein
GY,0,391426,0,392598,r,142,1172,0,0,0,0,0,0,baiH,MHL_3066,NADH-dependent flavin oxidoreductase
Frag,392579,408039,392771,408231,f,142,193,82.38,176.00,91.19,82.38,636,-,-
GX,1,0,892758,0,f,142,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,142,898494,0,0,0,0,0,0,-,-,-
GY,0,391426,0,392598,r,142,1172,0,0,0,0,0,0,baiH,MHL_3066,NADH-dependent flavin oxidoreductase
GY,0,392702,0,393631,r,142,929,0,0,0,0,0,0,-,MHL_3074,lipoate-protein ligase A
Frag,392770,408232,392882,408344,f,142,113,92.92,109.00,96.46,92.92,420,-,-
GX,1,0,892758,0,f,142,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,142,898494,0,0,0,0,0,0,-,-,-
GY,0,392702,0,393631,r,142,929,0,0,0,0,0,0,-,MHL_3074,lipoate-protein ligase A
Frag,392953,408619,393239,408905,f,142,287,98.61,285.00,99.30,98.61,1132,-,-
GX,1,0,892758,0,f,142,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,142,898494,0,0,0,0,0,0,-,-,-
GY,0,392702,0,393631,r,142,929,0,0,0,0,0,0,-,MHL_3074,lipoate-protein ligase A
Frag,393203,112453,393337,112587,f,-2,135,89.63,128.00,94.81,89.63,484,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,392702,0,393631,r,-2,929,0,0,0,0,0,0,-,MHL_3074,lipoate-protein ligase A
Frag,393223,408887,393338,409002,f,-2,116,87.93,109.00,93.97,87.93,408,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,392702,0,393631,r,-2,929,0,0,0,0,0,0,-,MHL_3074,lipoate-protein ligase A
CSB,360279,375791,393239,408905,f,142,33115,94.55,31933.00,96.43,1955.98,125243,-,-
Frag,393256,416470,393372,416586,f,167,117,91.45,112.00,95.73,91.45,428,-,-
GX,1,0,892758,0,f,167,892757,0,0,0,0,0,0,-,-,-
GX,393352,0,394824,0,r,167,1472,0,0,0,0,0,0,-,mhp336,hypothetical protein
GY,0,1,0,898495,f,167,898494,0,0,0,0,0,0,-,-,-
GY,0,392702,0,393631,r,167,929,0,0,0,0,0,0,-,MHL_3074,lipoate-protein ligase A
Frag,393331,408996,393638,409303,f,-137,308,92.21,296.00,96.10,92.21,1136,-,-
GX,1,0,892758,0,f,-137,892757,0,0,0,0,0,0,-,-,-
GX,393352,0,394824,0,r,-137,1472,0,0,0,0,0,0,-,mhp336,hypothetical protein
GY,0,1,0,898495,f,-137,898494,0,0,0,0,0,0,-,-,-
GY,0,392702,0,393631,r,-137,929,0,0,0,0,0,0,-,MHL_3074,lipoate-protein ligase A
GY,0,393634,0,394497,r,-137,863,0,0,0,0,0,0,-,MHL_3081,hypothetical protein
Frag,393332,112581,393638,112887,f,-2,307,93.49,297.00,96.74,93.49,1148,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,393352,0,394824,0,r,-2,1472,0,0,0,0,0,0,-,mhp336,hypothetical protein
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,392702,0,393631,r,-2,929,0,0,0,0,0,0,-,MHL_3074,lipoate-protein ligase A
GY,0,393634,0,394497,r,-2,863,0,0,0,0,0,0,-,MHL_3081,hypothetical protein
Frag,393361,416576,395577,418792,f,-2,2217,94.23,2153.00,97.11,94.23,8356,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,393352,0,394824,0,r,-2,1472,0,0,0,0,0,0,-,mhp336,hypothetical protein
GX,394814,0,395467,0,r,-2,653,0,0,0,0,0,0,-,mhp337,hypothetical protein
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,392702,0,393631,r,-2,929,0,0,0,0,0,0,-,MHL_3074,lipoate-protein ligase A
GY,0,393634,0,394497,r,-2,863,0,0,0,0,0,0,-,MHL_3081,hypothetical protein
GY,0,394478,0,394810,r,-2,332,0,0,0,0,0,0,-,MHL_1193,glycine cleavage system H protein
GY,0,395217,0,396053,f,-2,836,0,0,0,0,0,0,-,MHL_2637,hypothetical protein
Frag,395574,418791,395730,418947,f,167,157,87.26,147.00,93.63,87.26,548,-,-
GX,1,0,892758,0,f,167,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,167,898494,0,0,0,0,0,0,-,-,-
GY,0,395217,0,396053,f,167,836,0,0,0,0,0,0,-,MHL_2637,hypothetical protein
Frag,395693,409312,395979,409598,f,-2,287,95.82,281.00,97.91,95.82,1100,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,395217,0,396053,f,-2,836,0,0,0,0,0,0,-,MHL_2637,hypothetical protein
Frag,395807,113025,395979,113197,f,-2,173,89.60,164.00,94.80,89.60,620,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,395217,0,396053,f,-2,836,0,0,0,0,0,0,-,MHL_2637,hypothetical protein
Frag,395974,409595,396220,409841,f,-2,247,96.76,243.00,98.38,96.76,956,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,395997,0,396233,0,f,-2,236,0,0,0,0,0,0,-,mhp338,hypothetical protein
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,395217,0,396053,f,-2,836,0,0,0,0,0,0,-,MHL_2637,hypothetical protein
GY,0,396056,0,398374,f,-2,2318,0,0,0,0,0,0,-,MHL_3387,ABC transporter ATP-binding protein
Frag,395974,113194,396137,113357,f,-2,164,80.49,148.00,90.24,80.49,528,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GX,395997,0,396233,0,f,-2,236,0,0,0,0,0,0,-,mhp338,hypothetical protein
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,395217,0,396053,f,-2,836,0,0,0,0,0,0,-,MHL_2637,hypothetical protein
GY,0,396056,0,398374,f,-2,2318,0,0,0,0,0,0,-,MHL_3387,ABC transporter ATP-binding protein
CSB,393256,416470,395730,418947,f,167,2478,9.85,259.00,10.45,178.71,976,-,-
Frag,396166,409793,396361,409988,f,176,196,82.65,179.00,91.33,82.65,648,-,-
GX,1,0,892758,0,f,176,892757,0,0,0,0,0,0,-,-,-
GX,395997,0,396233,0,f,176,236,0,0,0,0,0,0,-,mhp338,hypothetical protein
GY,0,1,0,898495,f,176,898494,0,0,0,0,0,0,-,-,-
GY,0,396056,0,398374,f,176,2318,0,0,0,0,0,0,-,MHL_3387,ABC transporter ATP-binding protein
Frag,396346,409972,398611,412237,f,176,2266,98.23,2246.00,99.12,98.23,8904,-,-
GX,1,0,892758,0,f,176,892757,0,0,0,0,0,0,-,-,-
GX,396365,0,397030,0,r,176,665,0,0,0,0,0,0,-,mhp339,hypothetical protein
GX,397129,0,398550,0,r,176,1421,0,0,0,0,0,0,-,mhp340,hypothetical protein
GY,0,1,0,898495,f,176,898494,0,0,0,0,0,0,-,-,-
GY,0,396056,0,398374,f,176,2318,0,0,0,0,0,0,-,MHL_3387,ABC transporter ATP-binding protein
GY,0,398467,0,400419,f,176,1952,0,0,0,0,0,0,-,MHL_3392,ABC transporter ATP-binding protein
Frag,401701,415610,401913,415822,f,176,213,87.79,200.00,93.90,87.79,748,-,-
GX,1,0,892758,0,f,176,892757,0,0,0,0,0,0,-,-,-
GX,401739,0,401966,0,r,176,227,0,0,0,0,0,0,-,mhp344,hypothetical protein
GY,0,1,0,898495,f,176,898494,0,0,0,0,0,0,-,-,-
GY,0,400568,0,402277,f,176,1709,0,0,0,0,0,0,-,MHL_3394,type III restriction-modification system: methylase
CSB,396166,409793,401913,415822,f,176,6030,42.70,2625.00,43.53,268.68,10300,-,-
Frag,402123,418971,402859,419707,f,179,737,95.39,720.00,97.69,95.39,2812,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,402170,0,402802,0,r,179,632,0,0,0,0,0,0,-,mhp345,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,400568,0,402277,f,179,1709,0,0,0,0,0,0,-,MHL_3394,type III restriction-modification system: methylase
GY,0,402282,0,404699,f,179,2417,0,0,0,0,0,0,-,MHL_3126,hypothetical protein
Frag,402780,419630,404346,421196,f,179,1567,86.60,1462.00,93.30,86.60,5428,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,402170,0,402802,0,r,179,632,0,0,0,0,0,0,-,mhp345,hypothetical protein
GX,403196,0,404278,0,f,179,1082,0,0,0,0,0,0,-,mhp346,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,402282,0,404699,f,179,2417,0,0,0,0,0,0,-,MHL_3126,hypothetical protein
Frag,404293,421142,405013,421862,f,179,721,98.06,714.00,99.03,98.06,2828,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,404348,0,404995,0,f,179,647,0,0,0,0,0,0,-,mhp347,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,402282,0,404699,f,179,2417,0,0,0,0,0,0,-,MHL_3126,hypothetical protein
Frag,405000,421878,405371,422249,f,179,372,93.55,360.00,96.77,93.55,1392,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,405352,0,406347,f,179,995,0,0,0,0,0,0,-,MHL_3138,hypothetical protein
Frag,405359,422234,406216,423091,f,-127,858,72.96,742.00,86.48,72.96,2504,-,-
GX,1,0,892758,0,f,-127,892757,0,0,0,0,0,0,-,-,-
GX,405532,0,405978,0,r,-127,446,0,0,0,0,0,0,-,mhp348,hypothetical protein
GY,0,1,0,898495,f,-127,898494,0,0,0,0,0,0,-,-,-
GY,0,405352,0,406347,f,-127,995,0,0,0,0,0,0,-,MHL_3138,hypothetical protein
Frag,406005,422881,406196,423072,f,-127,192,82.29,175.00,91.15,82.29,632,-,-
GX,1,0,892758,0,f,-127,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,-127,898494,0,0,0,0,0,0,-,-,-
GY,0,405352,0,406347,f,-127,995,0,0,0,0,0,0,-,MHL_3138,hypothetical protein
Frag,406326,424697,406429,424800,f,179,104,84.62,96.00,92.31,84.62,352,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,405352,0,406347,f,179,995,0,0,0,0,0,0,-,MHL_3138,hypothetical protein
GY,0,406370,0,407698,f,179,1328,0,0,0,0,0,0,-,MHL_3139,hypothetical protein
Frag,406416,424810,407696,426090,f,179,1281,98.28,1270.00,99.14,98.28,5036,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,406579,0,407280,0,f,179,701,0,0,0,0,0,0,-,mhp349,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,406370,0,407698,f,179,1328,0,0,0,0,0,0,-,MHL_3139,hypothetical protein
Frag,407678,426071,407879,426272,f,179,202,92.08,194.00,96.04,92.08,744,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,406370,0,407698,f,179,1328,0,0,0,0,0,0,-,MHL_3139,hypothetical protein
GY,0,407778,0,408041,f,179,263,0,0,0,0,0,0,-,MHL_2772,hypothetical protein
Frag,407846,426237,409360,427751,f,179,1515,96.04,1485.00,98.02,96.04,5820,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,407894,0,409366,0,r,179,1472,0,0,0,0,0,0,-,mhp350,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,407778,0,408041,f,179,263,0,0,0,0,0,0,-,MHL_2772,hypothetical protein
GY,0,408096,0,408347,f,179,251,0,0,0,0,0,0,-,MHL_2773,hypothetical protein
GY,0,409017,0,409265,r,179,248,0,0,0,0,0,0,-,MHL_3315,hypothetical protein
Frag,409336,427729,411177,429570,f,179,1842,95.77,1803.00,97.88,95.77,7056,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,407894,0,409366,0,r,179,1472,0,0,0,0,0,0,-,mhp350,hypothetical protein
GX,409368,0,410828,0,r,179,1460,0,0,0,0,0,0,-,mhp351,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,409483,0,409860,f,179,377,0,0,0,0,0,0,-,MHL_1223,hypothetical protein
GY,0,409991,0,410656,r,179,665,0,0,0,0,0,0,-,MHL_1225,hypothetical protein
GY,0,410755,0,412176,r,179,1421,0,0,0,0,0,0,-,MHL_2953,hypothetical protein
Frag,411171,429565,411512,429906,f,179,342,92.40,329.00,96.20,92.40,1264,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,410755,0,412176,r,179,1421,0,0,0,0,0,0,-,MHL_2953,hypothetical protein
Frag,411507,429902,416661,435056,f,179,5155,97.79,5098.00,98.89,97.79,20164,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,411727,0,414114,0,r,179,2387,0,0,0,0,0,0,ABC,mhp352,ABC transporter ATP-binding protein
GX,414293,0,416020,0,r,179,1727,0,0,0,0,0,0,-,mhp353,hypothetical protein
GX,415993,0,416661,0,r,179,668,0,0,0,0,0,0,-,mhp354,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,410755,0,412176,r,179,1421,0,0,0,0,0,0,-,MHL_2953,hypothetical protein
GY,0,412685,0,413593,f,179,908,0,0,0,0,0,0,-,MHL_2837,hypothetical protein
GY,0,413595,0,414524,f,179,929,0,0,0,0,0,0,-,MHL_3356,hypothetical protein
GY,0,414627,0,415514,f,179,887,0,0,0,0,0,0,-,MHL_3359,hypothetical protein
GY,0,416555,0,417208,r,179,653,0,0,0,0,0,0,-,MHL_2646,hypothetical protein
Frag,416842,435218,417036,435412,f,179,195,80.51,176.00,90.26,80.51,628,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,416555,0,417208,r,179,653,0,0,0,0,0,0,-,MHL_2646,hypothetical protein
Frag,417018,435400,417854,436236,f,-2,837,92.83,807.00,96.42,92.83,3108,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
GY,0,416555,0,417208,r,-2,653,0,0,0,0,0,0,-,MHL_2646,hypothetical protein
Frag,417553,820068,417695,820210,f,-2,143,83.22,131.00,91.61,83.22,476,-,-
GX,1,0,892758,0,f,-2,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,-2,898494,0,0,0,0,0,0,-,-,-
Frag,417853,436391,420297,438835,f,-100,2445,95.66,2392.00,97.83,95.66,9356,-,-
GX,1,0,892758,0,f,-100,892757,0,0,0,0,0,0,-,-,-
GX,418127,0,419140,0,r,-100,1013,0,0,0,0,0,0,-,mhp355,hypothetical protein
GX,420130,0,420453,0,f,-100,323,0,0,0,0,0,0,-,mhp356,hypothetical protein
GY,0,1,0,898495,f,-100,898494,0,0,0,0,0,0,-,-,-
GY,0,418255,0,418608,f,-100,353,0,0,0,0,0,0,-,MHL_3546,hypothetical protein
GY,0,419018,0,419650,r,-100,632,0,0,0,0,0,0,-,MHL_2925,hypothetical protein
GY,0,420064,0,421128,f,-100,1064,0,0,0,0,0,0,-,MHL_2928,hypothetical protein
Frag,419262,408321,419472,408531,f,-100,211,89.57,200.00,94.79,89.57,756,-,-
GX,1,0,892758,0,f,-100,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,-100,898494,0,0,0,0,0,0,-,-,-
GY,0,419018,0,419650,r,-100,632,0,0,0,0,0,0,-,MHL_2925,hypothetical protein
Frag,420290,438829,422804,441343,f,-99,2515,96.82,2475.00,98.41,96.82,9740,-,-
GX,1,0,892758,0,f,-99,892757,0,0,0,0,0,0,-,-,-
GX,420130,0,420453,0,f,-99,323,0,0,0,0,0,0,-,mhp356,hypothetical protein
GX,420484,0,421041,0,f,-99,557,0,0,0,0,0,0,-,mhp357,hypothetical protein
GX,421071,0,422138,0,f,-99,1067,0,0,0,0,0,0,-,mhp358,hypothetical protein
GY,0,1,0,898495,f,-99,898494,0,0,0,0,0,0,-,-,-
GY,0,420064,0,421128,f,-99,1064,0,0,0,0,0,0,-,MHL_2928,hypothetical protein
GY,0,421197,0,421844,f,-99,647,0,0,0,0,0,0,-,MHL_2941,hypothetical protein
GY,0,422407,0,422853,r,-99,446,0,0,0,0,0,0,-,MHL_2839,hypothetical protein
Frag,422275,415720,422492,415937,f,-99,218,78.90,195.00,89.45,78.90,688,-,-
GX,1,0,892758,0,f,-99,892757,0,0,0,0,0,0,-,-,-
GY,0,1,0,898495,f,-99,898494,0,0,0,0,0,0,-,-,-
GY,0,422407,0,422853,r,-99,446,0,0,0,0,0,0,-,MHL_2839,hypothetical protein
Frag,422796,441333,423282,441819,f,179,487,95.89,477.00,97.95,95.89,1868,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,423048,0,423124,0,r,179,76,0,0,0,0,0,0,-,mhptRNA-Arg2,tRNA-Arg
GX,423048,0,423124,0,r,179,76,0,0,0,0,0,0,-,-,tRNA-Arg
GX,423134,0,423208,0,r,179,74,0,0,0,0,0,0,-,mhptRNA-Cys,tRNA-Cys
GX,423134,0,423208,0,r,179,74,0,0,0,0,0,0,-,-,tRNA-Cys
GX,423276,0,424112,0,r,179,836,0,0,0,0,0,0,-,mhp359,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,422407,0,422853,r,179,446,0,0,0,0,0,0,-,MHL_2839,hypothetical protein
GY,0,423124,0,424890,f,179,1766,0,0,0,0,0,0,-,MHL_2966,hypothetical protein
Frag,425025,443557,433790,452322,f,179,8766,97.79,8669.00,98.89,97.79,34288,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,425135,0,425926,0,r,179,791,0,0,0,0,0,0,-,mhp360,hypothetical protein
GX,426125,0,427096,0,r,179,971,0,0,0,0,0,0,-,mhp361,hypothetical protein
GX,427117,0,428457,0,r,179,1340,0,0,0,0,0,0,-,mhp362,hypothetical protein
GX,428617,0,430722,0,f,179,2105,0,0,0,0,0,0,-,mhp363,hypothetical protein
GX,430738,0,432336,0,f,179,1598,0,0,0,0,0,0,-,mhp364,hypothetical protein
GX,432368,0,432700,0,f,179,332,0,0,0,0,0,0,-,mhp365,HIT-like protein
GX,432755,0,434422,0,r,179,1667,0,0,0,0,0,0,-,mhp366,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,424877,0,425674,f,179,797,0,0,0,0,0,0,-,MHL_2706,hypothetical protein
GY,0,426285,0,427673,r,179,1388,0,0,0,0,0,0,-,MHL_3006,hypothetical protein
GY,0,427749,0,429224,r,179,1475,0,0,0,0,0,0,-,MHL_3367,hypothetical protein
GY,0,430122,0,432509,r,179,2387,0,0,0,0,0,0,-,MHL_3043,ABC transporter ATP-binding protein
GY,0,432496,0,434415,r,179,1919,0,0,0,0,0,0,-,MHL_3060,hypothetical protein
Frag,433789,452324,434179,452714,f,179,391,91.82,375.00,95.91,91.82,1436,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,432755,0,434422,0,r,179,1667,0,0,0,0,0,0,-,mhp366,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,432496,0,434415,r,179,1919,0,0,0,0,0,0,-,MHL_3060,hypothetical protein
Frag,434209,452720,435609,454120,f,179,1401,96.29,1375.00,98.14,96.29,5396,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,432755,0,434422,0,r,179,1667,0,0,0,0,0,0,-,mhp366,hypothetical protein
GX,434536,0,436110,0,r,179,1574,0,0,0,0,0,0,-,mhp367,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,432496,0,434415,r,179,1919,0,0,0,0,0,0,-,MHL_3060,hypothetical protein
GY,0,434388,0,435056,r,179,668,0,0,0,0,0,0,-,MHL_2866,hypothetical protein
Frag,435568,454078,435960,454470,f,179,393,98.47,390.00,99.24,98.47,1548,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,434536,0,436110,0,r,179,1574,0,0,0,0,0,0,-,mhp367,hypothetical protein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
Frag,435945,454440,437762,456257,f,179,1818,97.47,1795.00,98.73,97.47,7088,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,434536,0,436110,0,r,179,1574,0,0,0,0,0,0,-,mhp367,hypothetical protein
GX,436224,0,437780,0,f,179,1556,0,0,0,0,0,0,-,mhp368,membrane lipoprotein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,436665,0,437678,r,179,1013,0,0,0,0,0,0,-,MHL_3347,hypothetical protein
Frag,437739,456255,437868,456384,f,179,130,90.77,124.00,95.38,90.77,472,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,436224,0,437780,0,f,179,1556,0,0,0,0,0,0,-,mhp368,membrane lipoprotein
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
Frag,438073,456587,443420,461934,f,179,5348,97.42,5279.00,98.71,97.42,20840,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,438175,0,438921,0,r,179,746,0,0,0,0,0,0,glpF,mhp369,glycerol uptake facilitator protein
GX,438935,0,440467,0,r,179,1532,0,0,0,0,0,0,glpK,mhp370,glycerol kinase
GX,440806,0,442071,0,f,179,1265,0,0,0,0,0,0,-,mhp371,high affinity transport system protein p37 precursor
GX,442055,0,442825,0,f,179,770,0,0,0,0,0,0,-,mhp372,ABC transporter ATP-binding protein
GX,442803,0,444524,0,f,179,1721,0,0,0,0,0,0,-,mhp373,transport system permease protein p69
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,437952,0,438281,f,179,329,0,0,0,0,0,0,-,MHL_2674,hypothetical protein
GY,0,439023,0,439586,f,179,563,0,0,0,0,0,0,-,MHL_2628,hypothetical protein
GY,0,439610,0,440677,f,179,1067,0,0,0,0,0,0,-,MHL_2687,hypothetical protein
GY,0,440900,0,441190,f,179,290,0,0,0,0,0,0,-,MHL_2695,hypothetical protein
GY,0,441585,0,441661,r,179,76,0,0,0,0,0,0,-,MHL_3584,tRNA-Arg
GY,0,441585,0,441661,r,179,76,0,0,0,0,0,0,-,-,tRNA-Arg
GY,0,441671,0,441745,r,179,74,0,0,0,0,0,0,-,MHL_3583,tRNA-Cys
GY,0,441671,0,441745,r,179,74,0,0,0,0,0,0,-,-,tRNA-Cys
GY,0,441814,0,442650,r,179,836,0,0,0,0,0,0,-,MHL_2985,hypothetical protein
Frag,443353,461866,444606,463119,f,179,1254,92.34,1206.00,96.17,92.34,4632,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,442803,0,444524,0,f,179,1721,0,0,0,0,0,0,-,mhp373,transport system permease protein p69
GY,0,1,0,898495,f,179,898494,0,0,0,0,0,0,-,-,-
GY,0,443667,0,444458,r,179,791,0,0,0,0,0,0,-,MHL_3003,hypothetical protein
Frag,444582,463097,447279,465794,f,179,2698,97.26,2661.00,98.63,97.26,10496,-,-
GX,1,0,892758,0,f,179,892757,0,0,0,0,0,0,-,-,-
GX,444632,0,445108,0,f,179,476,0,0,0,0,0,0,-,mhp374,hypothetical protein
